approach,system,steps,min_total_core,max_total_core,resources,classes,sla
BNV1-4.0,system_173,11,340.0,340.0,20,30,300.0
BNV1-2.0,system_173,20,282.0,282.0,20,30,300.0
BNV1-1.0,system_173,38,283.0,283.0,20,30,300.0
BNV1-0.5,system_173,74,282.2,282.2,20,30,300.0
BNV2-2.0,system_173,37,274.6,284.0,20,30,300.0
BNV2-4.0,system_173,24,283.0,304.0,20,30,300.0
BNV2-1.0,system_173,56,276.2,286.0,20,30,300.0
AMPL,system_173,0,257.16,0,20,30,300.0
BNV1-4.0,system_174,31,664.0,664.0,20,30,300.0
BNV1-2.0,system_174,69,656.0,656.0,20,30,300.0
BNV1-1.0,system_174,142,661.0,661.0,20,30,300.0
BNV1-0.5,system_174,289,663.8,663.8,20,30,300.0
BNV2-2.0,system_174,89,643.2,660.0,20,30,300.0
BNV2-4.0,system_174,46,639.5,660.0,20,30,300.0
BNV2-1.0,system_174,166,645.0,662.0,20,30,300.0
AMPL,system_174,0,568.20,0,20,30,300.0
BNV1-4.0,system_175,20,408.0,408.0,20,30,300.0
BNV1-2.0,system_175,40,388.0,388.0,20,30,300.0
BNV1-1.0,system_175,84,388.0,388.0,20,30,300.0
BNV1-0.5,system_175,167,386.6,386.6,20,30,300.0
BNV2-2.0,system_175,53,376.1,390.0,20,30,300.0
BNV2-4.0,system_175,27,377.0,396.0,20,30,300.0
BNV2-1.0,system_175,98,377.3,388.0,20,30,300.0
AMPL,system_175,0,334.96,0,20,30,300.0
BNV1-4.0,system_176,25,448.0,448.0,20,30,300.0
BNV1-2.0,system_176,54,422.0,422.0,20,30,300.0
BNV1-1.0,system_176,111,418.0,418.0,20,30,300.0
BNV1-0.5,system_176,226,418.9,418.9,20,30,300.0
BNV2-2.0,system_176,72,403.7,422.0,20,30,300.0
BNV2-4.0,system_176,36,404.7,424.0,20,30,300.0
BNV2-1.0,system_176,129,406.3,418.0,20,30,300.0
AMPL,system_176,0,354.45,0,20,30,300.0
BNV1-4.0,system_177,34,628.0,628.0,20,30,300.0
BNV1-2.0,system_177,67,616.0,616.0,20,30,300.0
BNV1-1.0,system_177,139,616.0,616.0,20,30,300.0
BNV1-0.5,system_177,279,614.4,614.4,20,30,300.0
BNV2-2.0,system_177,90,602.1,622.0,20,30,300.0
BNV2-4.0,system_177,44,600.9,624.0,20,30,300.0
BNV2-1.0,system_177,159,601.6,616.0,20,30,300.0
AMPL,system_177,0,516.41,0,20,30,300.0
BNV1-4.0,system_178,39,544.0,544.0,20,30,300.0
BNV1-2.0,system_178,86,534.0,534.0,20,30,300.0
BNV1-1.0,system_178,174,528.0,528.0,20,30,300.0
BNV1-0.5,system_178,351,527.1,527.1,20,30,300.0
BNV2-2.0,system_178,117,495.3,530.0,20,30,300.0
BNV2-4.0,system_178,61,492.2,524.0,20,30,300.0
BNV2-1.0,system_178,216,494.1,528.0,20,30,300.0
AMPL,system_178,0,427.03,0,20,30,300.0
BNV1-4.0,system_179,21,340.0,340.0,20,30,300.0
BNV1-2.0,system_179,54,300.0,300.0,20,30,300.0
BNV1-1.0,system_179,104,287.0,287.0,20,30,300.0
BNV1-0.5,system_179,209,286.0,286.0,20,30,300.0
BNV2-2.0,system_179,86,274.3,292.0,20,30,300.0
BNV2-4.0,system_179,48,273.4,300.0,20,30,300.0
BNV2-1.0,system_179,134,271.6,288.0,20,30,300.0
AMPL,system_179,0,237.72,0,20,30,300.0
BNV1-4.0,system_180,16,428.0,428.0,20,30,300.0
BNV1-2.0,system_180,41,398.0,398.0,20,30,300.0
BNV1-1.0,system_180,79,392.0,392.0,20,30,300.0
BNV1-0.5,system_180,163,391.0,391.0,20,30,300.0
BNV2-2.0,system_180,53,390.1,394.0,20,30,300.0
BNV2-4.0,system_180,25,389.4,396.0,20,30,300.0
BNV2-1.0,system_180,98,387.7,392.0,20,30,300.0
AMPL,system_180,0,346.23,0,20,30,300.0
BNV1-4.0,system_181,35,452.0,452.0,20,30,300.0
BNV1-2.0,system_181,88,414.0,414.0,20,30,300.0
BNV1-1.0,system_181,186,411.0,411.0,20,30,300.0
BNV1-0.5,system_181,376,410.5,410.5,20,30,300.0
BNV2-2.0,system_181,115,395.4,412.0,20,30,300.0
BNV2-4.0,system_181,60,405.2,424.0,20,30,300.0
BNV2-1.0,system_181,205,397.9,412.0,20,30,300.0
AMPL,system_181,0,334.72,0,20,30,300.0
BNV1-4.0,system_182,16,400.0,400.0,20,30,300.0
BNV1-2.0,system_182,43,370.0,370.0,20,30,300.0
BNV1-1.0,system_182,86,371.0,371.0,20,30,300.0
BNV1-0.5,system_182,176,368.6,368.6,20,30,300.0
BNV2-2.0,system_182,51,360.9,372.0,20,30,300.0
BNV2-4.0,system_182,28,363.0,384.0,20,30,300.0
BNV2-1.0,system_182,102,362.1,372.0,20,30,300.0
AMPL,system_182,0,322.00,0,20,30,300.0
BNV1-4.0,system_183,16,304.0,304.0,20,30,300.0
BNV1-2.0,system_183,34,268.0,268.0,20,30,300.0
BNV1-1.0,system_183,76,264.0,264.0,20,30,300.0
BNV1-0.5,system_183,156,262.9,262.9,20,30,300.0
BNV2-2.0,system_183,45,249.0,266.0,20,30,300.0
BNV2-4.0,system_183,24,254.5,276.0,20,30,300.0
BNV2-1.0,system_183,91,250.4,263.0,20,30,300.0
AMPL,system_183,0,226.26,0,20,30,300.0
BNV1-4.0,system_184,27,576.0,576.0,20,30,300.0
BNV1-2.0,system_184,52,544.0,544.0,20,30,300.0
BNV1-1.0,system_184,104,547.0,547.0,20,30,300.0
BNV1-0.5,system_184,210,549.6,549.6,20,30,300.0
BNV2-2.0,system_184,84,525.5,546.0,20,30,300.0
BNV2-4.0,system_184,49,527.2,552.0,20,30,300.0
BNV2-1.0,system_184,144,528.6,548.0,20,30,300.0
AMPL,system_184,0,464.16,0,20,30,300.0
BNV1-4.0,system_185,29,440.0,440.0,20,30,300.0
BNV1-2.0,system_185,66,392.0,392.0,20,30,300.0
BNV1-1.0,system_185,136,378.0,378.0,20,30,300.0
BNV1-0.5,system_185,270,375.8,375.8,20,30,300.0
BNV2-2.0,system_185,92,361.1,384.0,20,30,300.0
BNV2-4.0,system_185,55,366.7,396.0,20,30,300.0
BNV2-1.0,system_185,161,359.7,377.0,20,30,300.0
AMPL,system_185,0,313.39,0,20,30,300.0
BNV1-4.0,system_186,42,456.0,456.0,20,30,300.0
BNV1-2.0,system_186,94,406.0,406.0,20,30,300.0
BNV1-1.0,system_186,201,396.0,396.0,20,30,300.0
BNV1-0.5,system_186,407,395.0,395.0,20,30,300.0
BNV2-2.0,system_186,113,373.0,388.0,20,30,300.0
BNV2-4.0,system_186,67,380.9,412.0,20,30,300.0
BNV2-1.0,system_186,212,380.9,393.0,20,30,300.0
AMPL,system_186,0,264.79,0,20,30,300.0
BNV1-4.0,system_187,31,416.0,416.0,20,30,300.0
BNV1-2.0,system_187,61,356.0,356.0,20,30,300.0
BNV1-1.0,system_187,120,360.0,360.0,20,30,300.0
BNV1-0.5,system_187,240,362.1,362.1,20,30,300.0
BNV2-2.0,system_187,69,345.7,360.0,20,30,300.0
BNV2-4.0,system_187,40,359.1,376.0,20,30,300.0
BNV2-1.0,system_187,133,347.6,359.0,20,30,300.0
AMPL,system_187,0,299.94,0,20,30,300.0
BNV1-4.0,system_188,10,344.0,344.0,20,30,300.0
BNV1-2.0,system_188,17,292.0,292.0,20,30,300.0
BNV1-1.0,system_188,33,285.0,285.0,20,30,300.0
BNV1-0.5,system_188,68,286.5,286.5,20,30,300.0
BNV2-2.0,system_188,26,277.0,286.0,20,30,300.0
BNV2-4.0,system_188,12,286.0,300.0,20,30,300.0
BNV2-1.0,system_188,49,279.1,288.0,20,30,300.0
AMPL,system_188,0,262.52,0,20,30,300.0
BNV1-4.0,system_189,16,448.0,448.0,20,30,300.0
BNV1-2.0,system_189,34,426.0,426.0,20,30,300.0
BNV1-1.0,system_189,71,422.0,422.0,20,30,300.0
BNV1-0.5,system_189,141,420.9,420.9,20,30,300.0
BNV2-2.0,system_189,44,416.5,424.0,20,30,300.0
BNV2-4.0,system_189,21,419.5,428.0,20,30,300.0
BNV2-1.0,system_189,87,414.3,421.0,20,30,300.0
AMPL,system_189,0,389.32,0,20,30,300.0
BNV1-4.0,system_190,81,1210.0,1210.0,30,40,300.0
BNV1-2.0,system_190,157,1198.0,1198.0,30,40,300.0
BNV1-1.0,system_190,317,1204.0,1204.0,30,40,300.0
BNV1-0.5,system_190,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_190,258,1138.3,1204.0,30,40,300.0
BNV2-4.0,system_190,102,1144.4,1202.0,30,40,300.0
BNV2-1.0,system_190,418,1143.2,1205.0,30,40,300.0
AMPL,system_190,0,932.85,0,30,40,300.0
BNV1-4.0,system_191,14,626.0,626.0,30,40,300.0
BNV1-2.0,system_191,40,632.0,632.0,30,40,300.0
BNV1-1.0,system_191,78,626.0,626.0,30,40,300.0
BNV1-0.5,system_191,153,628.5,628.5,30,40,300.0
BNV2-2.0,system_191,69,592.7,630.0,30,40,300.0
BNV2-4.0,system_191,40,590.7,646.0,30,40,300.0
BNV2-1.0,system_191,111,591.8,628.0,30,40,300.0
AMPL,system_191,0,510.60,0,30,40,300.0
BNV1-4.0,system_192,28,654.0,654.0,30,40,300.0
BNV1-2.0,system_192,64,594.0,594.0,30,40,300.0
BNV1-1.0,system_192,127,587.0,587.0,30,40,300.0
BNV1-0.5,system_192,256,589.4,589.4,30,40,300.0
BNV2-2.0,system_192,97,559.0,590.0,30,40,300.0
BNV2-4.0,system_192,67,567.6,602.0,30,40,300.0
BNV2-1.0,system_192,168,558.6,586.0,30,40,300.0
AMPL,system_192,0,505.53,0,30,40,300.0
BNV1-4.0,system_193,49,870.0,870.0,30,40,300.0
BNV1-2.0,system_193,99,856.0,856.0,30,40,300.0
BNV1-1.0,system_193,196,857.0,857.0,30,40,300.0
BNV1-0.5,system_193,393,857.9,857.9,30,40,300.0
BNV2-2.0,system_193,144,826.9,856.0,30,40,300.0
BNV2-4.0,system_193,84,826.4,866.0,30,40,300.0
BNV2-1.0,system_193,251,826.1,857.0,30,40,300.0
AMPL,system_193,0,746.61,0,30,40,300.0
BNV1-4.0,system_194,47,802.0,802.0,30,40,300.0
BNV1-2.0,system_194,107,794.0,794.0,30,40,300.0
BNV1-1.0,system_194,218,791.0,791.0,30,40,300.0
BNV1-0.5,system_194,439,787.8,787.8,30,40,300.0
BNV2-2.0,system_194,124,772.3,790.0,30,40,300.0
BNV2-4.0,system_194,75,776.4,810.0,30,40,300.0
BNV2-1.0,system_194,235,776.0,789.0,30,40,300.0
AMPL,system_194,0,675.77,0,30,40,300.0
BNV1-4.0,system_195,105,1318.0,1318.0,30,40,300.0
BNV1-2.0,system_195,212,1314.0,1314.0,30,40,300.0
BNV1-1.0,system_195,419,1309.0,1309.0,30,40,300.0
BNV1-0.5,system_195,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_195,240,1281.0,1310.0,30,40,300.0
BNV2-4.0,system_195,121,1276.9,1318.0,30,40,300.0
BNV2-1.0,system_195,460,1283.1,1310.0,30,40,300.0
AMPL,system_195,0,1159.02,0,30,40,300.0
BNV1-4.0,system_196,33,714.0,714.0,30,40,300.0
BNV1-2.0,system_196,66,706.0,706.0,30,40,300.0
BNV1-1.0,system_196,131,699.0,699.0,30,40,300.0
BNV1-0.5,system_196,260,695.3,695.3,30,40,300.0
BNV2-2.0,system_196,92,663.6,700.0,30,40,300.0
BNV2-4.0,system_196,47,659.0,690.0,30,40,300.0
BNV2-1.0,system_196,169,665.9,700.0,30,40,300.0
AMPL,system_196,0,597.37,0,30,40,300.0
BNV1-4.0,system_197,47,1278.0,1278.0,30,40,300.0
BNV1-2.0,system_197,94,1260.0,1260.0,30,40,300.0
BNV1-1.0,system_197,188,1261.0,1261.0,30,40,300.0
BNV1-0.5,system_197,380,1259.2,1259.2,30,40,300.0
BNV2-2.0,system_197,122,1213.7,1260.0,30,40,300.0
BNV2-4.0,system_197,79,1232.0,1274.0,30,40,300.0
BNV2-1.0,system_197,231,1226.2,1261.0,30,40,300.0
AMPL,system_197,0,1100.66,0,30,40,300.0
BNV1-4.0,system_198,45,866.0,866.0,30,40,300.0
BNV1-2.0,system_198,92,850.0,850.0,30,40,300.0
BNV1-1.0,system_198,183,851.0,851.0,30,40,300.0
BNV1-0.5,system_198,366,852.0,852.0,30,40,300.0
BNV2-2.0,system_198,156,811.5,852.0,30,40,300.0
BNV2-4.0,system_198,83,806.2,854.0,30,40,300.0
BNV2-1.0,system_198,247,815.6,854.0,30,40,300.0
AMPL,system_198,0,737.57,0,30,40,300.0
BNV1-4.0,system_199,52,1054.0,1054.0,30,40,300.0
BNV1-2.0,system_199,103,1056.0,1056.0,30,40,300.0
BNV1-1.0,system_199,211,1057.0,1057.0,30,40,300.0
BNV1-0.5,system_199,428,1059.5,1059.5,30,40,300.0
BNV2-2.0,system_199,134,1020.3,1062.0,30,40,300.0
BNV2-4.0,system_199,85,1014.5,1070.0,30,40,300.0
BNV2-1.0,system_199,244,1017.3,1056.0,30,40,300.0
AMPL,system_199,0,808.30,0,30,40,300.0
BNV1-4.0,system_200,69,1054.0,1054.0,30,40,300.0
BNV1-2.0,system_200,141,1028.0,1028.0,30,40,300.0
BNV1-1.0,system_200,278,1026.0,1026.0,30,40,300.0
BNV1-0.5,system_200,559,1026.8,1026.8,30,40,300.0
BNV2-2.0,system_200,179,968.6,1026.0,30,40,300.0
BNV2-4.0,system_200,110,980.2,1042.0,30,40,300.0
BNV2-1.0,system_200,322,972.9,1029.0,30,40,300.0
AMPL,system_200,0,884.16,0,30,40,300.0
BNV1-4.0,system_201,73,1034.0,1034.0,30,40,300.0
BNV1-2.0,system_201,144,1004.0,1004.0,30,40,300.0
BNV1-1.0,system_201,287,1006.0,1006.0,30,40,300.0
BNV1-0.5,system_201,578,1008.0,1008.0,30,40,300.0
BNV2-2.0,system_201,179,968.5,1006.0,30,40,300.0
BNV2-4.0,system_201,118,973.3,1022.0,30,40,300.0
BNV2-1.0,system_201,324,973.2,1008.0,30,40,300.0
AMPL,system_201,0,846.90,0,30,40,300.0
BNV1-4.0,system_202,26,766.0,766.0,30,40,300.0
BNV1-2.0,system_202,49,736.0,736.0,30,40,300.0
BNV1-1.0,system_202,104,744.0,744.0,30,40,300.0
BNV1-0.5,system_202,207,740.7,740.7,30,40,300.0
BNV2-2.0,system_202,104,699.4,740.0,30,40,300.0
BNV2-4.0,system_202,56,709.7,754.0,30,40,300.0
BNV2-1.0,system_202,182,703.2,744.0,30,40,300.0
AMPL,system_202,0,598.08,0,30,40,300.0
BNV1-4.0,system_203,199,2074.0,2074.0,30,40,300.0
BNV1-2.0,system_203,404,2054.0,2054.0,30,40,300.0
BNV1-1.0,system_203,807,2056.0,2056.0,30,40,300.0
BNV1-0.5,system_203,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_203,459,1997.1,2056.0,30,40,300.0
BNV2-4.0,system_203,229,1998.7,2058.0,30,40,300.0
BNV2-1.0,system_203,866,1996.6,2055.0,30,40,300.0
AMPL,system_203,0,1765.01,0,30,40,300.0
BNV1-4.0,system_204,88,1174.0,1174.0,30,40,300.0
BNV1-2.0,system_204,174,1160.0,1160.0,30,40,300.0
BNV1-1.0,system_204,346,1166.0,1166.0,30,40,300.0
BNV1-0.5,system_204,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_204,238,1118.4,1166.0,30,40,300.0
BNV2-4.0,system_204,151,1104.8,1170.0,30,40,300.0
BNV2-1.0,system_204,422,1123.0,1166.0,30,40,300.0
AMPL,system_204,0,940.40,0,30,40,300.0
BNV1-4.0,system_205,91,1322.0,1322.0,30,40,300.0
BNV1-2.0,system_205,175,1312.0,1312.0,30,40,300.0
BNV1-1.0,system_205,347,1308.0,1308.0,30,40,300.0
BNV1-0.5,system_205,698,1307.4,1307.4,30,40,300.0
BNV2-2.0,system_205,206,1274.6,1310.0,30,40,300.0
BNV2-4.0,system_205,130,1279.5,1326.0,30,40,300.0
BNV2-1.0,system_205,387,1272.0,1309.0,30,40,300.0
AMPL,system_205,0,1172.42,0,30,40,300.0
BNV1-4.0,system_206,66,1270.0,1270.0,30,40,300.0
BNV1-2.0,system_206,134,1266.0,1266.0,30,40,300.0
BNV1-1.0,system_206,265,1265.0,1265.0,30,40,300.0
BNV1-0.5,system_206,528,1265.9,1265.9,30,40,300.0
BNV2-2.0,system_206,226,1206.8,1270.0,30,40,300.0
BNV2-4.0,system_206,134,1205.3,1258.0,30,40,300.0
BNV2-1.0,system_206,356,1207.6,1263.0,30,40,300.0
AMPL,system_206,0,1061.85,0,30,40,300.0
BNV1-4.0,system_207,75,1070.0,1070.0,30,40,300.0
BNV1-2.0,system_207,152,1066.0,1066.0,30,40,300.0
BNV1-1.0,system_207,307,1064.0,1064.0,30,40,300.0
BNV1-0.5,system_207,617,1062.2,1062.2,30,40,300.0
BNV2-2.0,system_207,173,1043.2,1068.0,30,40,300.0
BNV2-4.0,system_207,85,1041.8,1074.0,30,40,300.0
BNV2-1.0,system_207,327,1043.5,1063.0,30,40,300.0
AMPL,system_207,0,861.64,0,30,40,300.0
BNV1-4.0,system_208,193,1298.0,1298.0,30,40,300.0
BNV1-2.0,system_208,388,1274.0,1274.0,30,40,300.0
BNV1-1.0,system_208,773,1269.0,1269.0,30,40,300.0
BNV1-0.5,system_208,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_208,406,1247.2,1272.0,30,40,300.0
BNV2-4.0,system_208,208,1240.6,1278.0,30,40,300.0
BNV2-1.0,system_208,800,1245.9,1269.0,30,40,300.0
AMPL,system_208,0,1142.74,0,30,40,300.0
BNV1-4.0,system_209,40,794.0,794.0,30,40,300.0
BNV1-2.0,system_209,73,770.0,770.0,30,40,300.0
BNV1-1.0,system_209,146,778.0,778.0,30,40,300.0
BNV1-0.5,system_209,295,776.7,776.7,30,40,300.0
BNV2-2.0,system_209,118,738.5,780.0,30,40,300.0
BNV2-4.0,system_209,80,731.8,774.0,30,40,300.0
BNV2-1.0,system_209,199,739.1,778.0,30,40,300.0
AMPL,system_209,0,657.91,0,30,40,300.0
BNV1-4.0,system_210,42,982.0,982.0,30,40,300.0
BNV1-2.0,system_210,88,972.0,972.0,30,40,300.0
BNV1-1.0,system_210,179,971.0,971.0,30,40,300.0
BNV1-0.5,system_210,359,971.5,971.5,30,40,300.0
BNV2-2.0,system_210,115,952.2,972.0,30,40,300.0
BNV2-4.0,system_210,80,943.2,974.0,30,40,300.0
BNV2-1.0,system_210,216,954.0,976.0,30,40,300.0
AMPL,system_210,0,828.64,0,30,40,300.0
BNV1-4.0,system_211,18,570.0,570.0,30,40,300.0
BNV1-2.0,system_211,43,540.0,540.0,30,40,300.0
BNV1-1.0,system_211,82,532.0,532.0,30,40,300.0
BNV1-0.5,system_211,167,533.0,533.0,30,40,300.0
BNV2-2.0,system_211,62,520.0,538.0,30,40,300.0
BNV2-4.0,system_211,23,513.6,542.0,30,40,300.0
BNV2-1.0,system_211,105,518.1,533.0,30,40,300.0
AMPL,system_211,0,458.83,0,30,40,300.0
BNV1-4.0,system_212,48,762.0,762.0,30,40,300.0
BNV1-2.0,system_212,101,742.0,742.0,30,40,300.0
BNV1-1.0,system_212,202,739.0,739.0,30,40,300.0
BNV1-0.5,system_212,410,740.2,740.2,30,40,300.0
BNV2-2.0,system_212,139,719.8,744.0,30,40,300.0
BNV2-4.0,system_212,75,713.9,754.0,30,40,300.0
BNV2-1.0,system_212,239,721.6,742.0,30,40,300.0
AMPL,system_212,0,650.94,0,30,40,300.0
BNV1-4.0,system_213,68,1286.0,1286.0,30,40,300.0
BNV1-2.0,system_213,137,1258.0,1258.0,30,40,300.0
BNV1-1.0,system_213,272,1248.0,1248.0,30,40,300.0
BNV1-0.5,system_213,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_213,170,1199.8,1254.0,30,40,300.0
BNV2-4.0,system_213,111,1210.6,1274.0,30,40,300.0
BNV2-1.0,system_213,314,1201.6,1249.0,30,40,300.0
AMPL,system_213,0,1074.81,0,30,40,300.0
BNV1-4.0,system_214,23,578.0,578.0,30,40,300.0
BNV1-2.0,system_214,56,532.0,532.0,30,40,300.0
BNV1-1.0,system_214,111,525.0,525.0,30,40,300.0
BNV1-0.5,system_214,223,523.3,523.3,30,40,300.0
BNV2-2.0,system_214,68,518.8,530.0,30,40,300.0
BNV2-4.0,system_214,48,530.1,554.0,30,40,300.0
BNV2-1.0,system_214,131,515.9,525.0,30,40,300.0
AMPL,system_214,0,485.40,0,30,40,300.0
BNV1-4.0,system_215,75,1118.0,1118.0,30,40,300.0
BNV1-2.0,system_215,153,1104.0,1104.0,30,40,300.0
BNV1-1.0,system_215,307,1108.0,1108.0,30,40,300.0
BNV1-0.5,system_215,616,1108.9,1108.9,30,40,300.0
BNV2-2.0,system_215,177,1082.2,1112.0,30,40,300.0
BNV2-4.0,system_215,94,1078.4,1118.0,30,40,300.0
BNV2-1.0,system_215,337,1082.0,1112.0,30,40,300.0
AMPL,system_215,0,959.31,0,30,40,300.0
BNV1-4.0,system_216,61,1450.0,1450.0,30,40,300.0
BNV1-2.0,system_216,126,1442.0,1442.0,30,40,300.0
BNV1-1.0,system_216,252,1442.0,1442.0,30,40,300.0
BNV1-0.5,system_216,504,1439.3,1439.3,30,40,300.0
BNV2-2.0,system_216,200,1408.1,1442.0,30,40,300.0
BNV2-4.0,system_216,128,1406.2,1446.0,30,40,300.0
BNV2-1.0,system_216,329,1406.3,1440.0,30,40,300.0
AMPL,system_216,0,1246.94,0,30,40,300.0
BNV1-4.0,system_217,115,1746.0,1746.0,30,40,300.0
BNV1-2.0,system_217,229,1738.0,1738.0,30,40,300.0
BNV1-1.0,system_217,453,1736.0,1736.0,30,40,300.0
BNV1-0.5,system_217,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_217,275,1695.3,1738.0,30,40,300.0
BNV2-4.0,system_217,150,1699.6,1738.0,30,40,300.0
BNV2-1.0,system_217,510,1697.0,1737.0,30,40,300.0
AMPL,system_217,0,1553.88,0,30,40,300.0
BNV1-4.0,system_218,19,602.0,602.0,30,40,300.0
BNV1-2.0,system_218,43,572.0,572.0,30,40,300.0
BNV1-1.0,system_218,87,565.0,565.0,30,40,300.0
BNV1-0.5,system_218,178,568.1,568.1,30,40,300.0
BNV2-2.0,system_218,76,548.6,576.0,30,40,300.0
BNV2-4.0,system_218,41,539.0,574.0,30,40,300.0
BNV2-1.0,system_218,124,546.7,569.0,30,40,300.0
AMPL,system_218,0,484.28,0,30,40,300.0
BNV1-4.0,system_219,53,1226.0,1226.0,30,40,300.0
BNV1-2.0,system_219,108,1214.0,1214.0,30,40,300.0
BNV1-1.0,system_219,220,1214.0,1214.0,30,40,300.0
BNV1-0.5,system_219,445,1218.2,1218.2,30,40,300.0
BNV2-2.0,system_219,144,1189.8,1220.0,30,40,300.0
BNV2-4.0,system_219,76,1186.8,1226.0,30,40,300.0
BNV2-1.0,system_219,262,1182.7,1217.0,30,40,300.0
AMPL,system_219,0,1042.57,0,30,40,300.0
BNV1-4.0,system_220,28,902.0,902.0,30,40,300.0
BNV1-2.0,system_220,58,900.0,900.0,30,40,300.0
BNV1-1.0,system_220,119,896.0,896.0,30,40,300.0
BNV1-0.5,system_220,242,897.9,897.9,30,40,300.0
BNV2-2.0,system_220,104,863.5,898.0,30,40,300.0
BNV2-4.0,system_220,55,866.3,906.0,30,40,300.0
BNV2-1.0,system_220,173,865.1,898.0,30,40,300.0
AMPL,system_220,0,763.83,0,30,40,300.0
BNV1-4.0,system_221,13,526.0,526.0,30,40,300.0
BNV1-2.0,system_221,33,490.0,490.0,30,40,300.0
BNV1-1.0,system_221,73,487.0,487.0,30,40,300.0
BNV1-0.5,system_221,151,485.2,485.2,30,40,300.0
BNV2-2.0,system_221,78,463.0,492.0,30,40,300.0
BNV2-4.0,system_221,42,465.2,498.0,30,40,300.0
BNV2-1.0,system_221,129,460.8,491.0,30,40,300.0
AMPL,system_221,0,425.80,0,30,40,300.0
BNV1-4.0,system_222,75,1218.0,1218.0,30,40,300.0
BNV1-2.0,system_222,152,1208.0,1208.0,30,40,300.0
BNV1-1.0,system_222,304,1214.0,1214.0,30,40,300.0
BNV1-0.5,system_222,613,1212.3,1212.3,30,40,300.0
BNV2-2.0,system_222,205,1138.8,1208.0,30,40,300.0
BNV2-4.0,system_222,128,1141.0,1222.0,30,40,300.0
BNV2-1.0,system_222,366,1151.7,1212.0,30,40,300.0
AMPL,system_222,0,1005.44,0,30,40,300.0
BNV1-4.0,system_223,33,746.0,746.0,30,40,300.0
BNV1-2.0,system_223,76,718.0,718.0,30,40,300.0
BNV1-1.0,system_223,161,716.0,716.0,30,40,300.0
BNV1-0.5,system_223,326,717.4,717.4,30,40,300.0
BNV2-2.0,system_223,104,689.9,716.0,30,40,300.0
BNV2-4.0,system_223,50,686.3,726.0,30,40,300.0
BNV2-1.0,system_223,185,691.5,716.0,30,40,300.0
AMPL,system_223,0,638.63,0,30,40,300.0
BNV1-4.0,system_224,52,926.0,926.0,30,40,300.0
BNV1-2.0,system_224,107,902.0,902.0,30,40,300.0
BNV1-1.0,system_224,212,900.0,900.0,30,40,300.0
BNV1-0.5,system_224,428,898.6,898.6,30,40,300.0
BNV2-2.0,system_224,170,857.5,900.0,30,40,300.0
BNV2-4.0,system_224,110,865.7,922.0,30,40,300.0
BNV2-1.0,system_224,285,860.1,899.0,30,40,300.0
AMPL,system_224,0,771.46,0,30,40,300.0
BNV1-4.0,system_225,47,1034.0,1034.0,30,40,300.0
BNV1-2.0,system_225,97,1032.0,1032.0,30,40,300.0
BNV1-1.0,system_225,192,1031.0,1031.0,30,40,300.0
BNV1-0.5,system_225,391,1031.1,1031.1,30,40,300.0
BNV2-2.0,system_225,114,1001.3,1032.0,30,40,300.0
BNV2-4.0,system_225,70,1003.0,1046.0,30,40,300.0
BNV2-1.0,system_225,219,1000.8,1029.0,30,40,300.0
AMPL,system_225,0,888.19,0,30,40,300.0
BNV1-4.0,system_226,35,930.0,930.0,30,40,300.0
BNV1-2.0,system_226,73,918.0,918.0,30,40,300.0
BNV1-1.0,system_226,151,919.0,919.0,30,40,300.0
BNV1-0.5,system_226,306,918.2,918.2,30,40,300.0
BNV2-2.0,system_226,103,878.1,914.0,30,40,300.0
BNV2-4.0,system_226,65,868.6,918.0,30,40,300.0
BNV2-1.0,system_226,190,881.2,917.0,30,40,300.0
AMPL,system_226,0,762.20,0,30,40,300.0
BNV1-4.0,system_227,23,610.0,610.0,30,40,300.0
BNV1-2.0,system_227,50,574.0,574.0,30,40,300.0
BNV1-1.0,system_227,107,570.0,570.0,30,40,300.0
BNV1-0.5,system_227,213,572.4,572.4,30,40,300.0
BNV2-2.0,system_227,79,549.3,574.0,30,40,300.0
BNV2-4.0,system_227,42,555.8,586.0,30,40,300.0
BNV2-1.0,system_227,140,545.5,572.0,30,40,300.0
AMPL,system_227,0,493.75,0,30,40,300.0
BNV1-4.0,system_228,20,558.0,558.0,30,40,300.0
BNV1-2.0,system_228,42,538.0,538.0,30,40,300.0
BNV1-1.0,system_228,80,534.0,534.0,30,40,300.0
BNV1-0.5,system_228,163,535.5,535.5,30,40,300.0
BNV2-2.0,system_228,64,508.5,538.0,30,40,300.0
BNV2-4.0,system_228,30,509.8,542.0,30,40,300.0
BNV2-1.0,system_228,110,509.7,537.0,30,40,300.0
AMPL,system_228,0,442.33,0,30,40,300.0
BNV1-4.0,system_229,30,690.0,690.0,30,40,300.0
BNV1-2.0,system_229,64,680.0,680.0,30,40,300.0
BNV1-1.0,system_229,131,684.0,684.0,30,40,300.0
BNV1-0.5,system_229,264,681.4,681.4,30,40,300.0
